Easting,Northing,Severity of casualty,Casualty Class,Sex,Age,Date,Day of week,Hour of day,Local authority,Vehicle type,Pedestrian Locality
533450,180700,Serious,Driver or rider,Male,44,08/04/2011,Friday,9,Tower Hamlets,Motorcycle over 500cc (from 2005),Not a pedestrian
531390,181550,Serious,Driver or rider,Male,30,04/04/2011,Monday,7,City of London,Pedal cycle,Not a pedestrian
531720,180820,Serious,Driver or rider,Male,31,16/04/2011,Saturday,9,City of London,Motorcycle over 500cc (from 2005),Not a pedestrian
532740,180970,Serious,Pedestrian,Male,40,15/04/2011,Friday,8,City of London,Van / Goods 3.5 tonnes mgw or under,"In carriageway, not crossing"
531560,181570,Serious,Driver or rider,Male,42,19/04/2011,Tuesday,18,City of London,Pedal cycle,Not a pedestrian
532890,180690,Serious,Driver or rider,Male,36,11/05/2011,Wednesday,8,City of London,Pedal cycle,Not a pedestrian
531300,181360,Serious,Driver or rider,Male,42,20/06/2011,Monday,16,City of London,Motorcycle over 500cc (from 2005),Not a pedestrian
532160,181590,Serious,Driver or rider,Male,31,24/06/2011,Friday,11,City of London,Pedal cycle,Not a pedestrian
531810,181400,Serious,Driver or rider,Male,33,30/06/2011,Thursday,19,City of London,Pedal cycle,Not a pedestrian
533220,180940,Serious,Driver or rider,Male,24,01/07/2011,Friday,12,City of London,Pedal cycle,Not a pedestrian
531420,181560,Serious,Pedestrian,Male,48,05/07/2011,Tuesday,8,City of London,Pedal cycle,Crossing on pedestrian crossing facility
532550,181140,Serious,Pedestrian,Female,39,11/07/2011,Monday,16,City of London,Pedal cycle,"In carriageway, crossing elsewhere"
533430,181260,Serious,Driver or rider,Male,27,13/07/2011,Wednesday,8,City of London,Pedal cycle,Not a pedestrian
531610,181310,Serious,Pedestrian,Male,62,06/07/2011,Wednesday,10,City of London,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
533270,181290,Serious,Pedestrian,Male,4,18/07/2011,Monday,18,City of London,M/cycle over 50 and up to 125cc (from 1999),"In carriageway, crossing elsewhere"
532060,181080,Serious,Driver or rider,Female,25,30/07/2011,Saturday,11,City of London,Pedal cycle,Not a pedestrian
533050,181220,Serious,Driver or rider,Male,27,09/08/2011,Tuesday,9,City of London,Pedal cycle,Not a pedestrian
531400,181560,Serious,Driver or rider,Male,41,01/08/2011,Monday,20,City of London,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
533040,181160,Serious,Driver or rider,Female,unknown,06/09/2011,Tuesday,9,City of London,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
531660,181470,Serious,Driver or rider,Male,31,05/09/2011,Monday,13,City of London,Pedal cycle,Not a pedestrian
533190,181420,Serious,Driver or rider,Female,33,09/09/2011,Friday,7,City of London,Pedal cycle,Not a pedestrian
532670,180890,Serious,Driver or rider,Male,26,21/09/2011,Wednesday,18,City of London,Pedal cycle,Not a pedestrian
531390,180810,Serious,Pedestrian,Male,26,08/10/2011,Saturday,1,City of London,Taxi / Private hire car (from 2005),Crossing elsewhere within 50m. of ped crossing
533210,181140,Serious,Pedestrian,Female,27,11/10/2011,Tuesday,23,City of London,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
532760,180720,Serious,Driver or rider,Female,24,06/10/2011,Thursday,19,City of London,Pedal cycle,Not a pedestrian
532620,181120,Serious,Pedestrian,Female,50,18/10/2011,Tuesday,15,City of London,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
532160,181230,Serious,Pedestrian,Female,64,25/10/2011,Tuesday,7,City of London,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
532040,181810,Serious,Driver or rider,Male,39,20/10/2011,Thursday,18,City of London,Motorcycle over 500cc (from 2005),Not a pedestrian
532980,181300,Serious,Driver or rider,Female,26,20/10/2011,Thursday,13,City of London,Pedal cycle,Not a pedestrian
533240,181510,Serious,Passenger,Female,63,25/10/2011,Tuesday,10,City of London,Bus or coach (17 or more pass seats),Not a pedestrian
532140,180930,Serious,Driver or rider,Female,37,01/11/2011,Tuesday,19,City of London,Pedal cycle,Not a pedestrian
533230,181140,Serious,Driver or rider,Male,63,18/11/2011,Friday,6,City of London,Motorcycle over 500cc (from 2005),Not a pedestrian
533250,180650,Serious,Driver or rider,Male,24,29/11/2011,Tuesday,10,City of London,Pedal cycle,Not a pedestrian
532450,181160,Serious,Pedestrian,Male,unknown,22/11/2011,Tuesday,8,City of London,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531650,180940,Serious,Driver or rider,Male,51,20/12/2011,Tuesday,13,City of London,Pedal cycle,Not a pedestrian
533530,180700,Serious,Driver or rider,Male,23,06/12/2011,Tuesday,0,Tower Hamlets,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
527220,183630,Serious,Driver or rider,Male,50,26/01/2011,Wednesday,8,Camden,Pedal cycle,Not a pedestrian
527620,179680,Serious,Pedestrian,Male,26,05/02/2011,Saturday,23,Westminster,Car (from 2005),Crossing on pedestrian crossing facility
528960,184390,Serious,Driver or rider,Male,32,09/02/2011,Wednesday,10,Camden,Motorcycle over 500cc (from 2005),Not a pedestrian
529810,181040,Serious,Pedestrian,Male,21,04/02/2011,Friday,23,Westminster,Car (from 2005),"In carriageway, crossing elsewhere"
529690,180860,Serious,Pedestrian,Male,19,10/02/2011,Thursday,12,Westminster,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
528610,179970,Serious,Passenger,Male,68,10/02/2011,Thursday,16,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
529680,180960,Serious,Pedestrian,Male,50,10/02/2011,Thursday,11,Westminster,Van / Goods 3.5 tonnes mgw or under,"In carriageway, not crossing"
529680,180870,Serious,Pedestrian,Male,19,18/02/2011,Friday,22,Westminster,Taxi / Private hire car (from 2005),"In carriageway, not crossing"
529190,181260,Serious,Pedestrian,Female,23,20/02/2011,Sunday,16,Westminster,Bus or coach (17 or more pass seats),On footway or verge
527380,181770,Serious,Pedestrian,Male,22,19/02/2011,Saturday,0,Westminster,Car (from 2005),"In carriageway, crossing elsewhere"
525250,184890,Serious,Driver or rider,Male,35,26/02/2011,Saturday,21,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
529120,185810,Serious,Pedestrian,Male,21,02/03/2011,Wednesday,17,Camden,M/cycle over 50 and up to 125cc (from 1999),"In carriageway, crossing elsewhere"
529740,180900,Serious,Pedestrian,Male,unknown,13/02/2011,Sunday,0,Westminster,Car (from 2005),Crossing on pedestrian crossing facility
528130,179390,Serious,Driver or rider,Male,45,07/03/2011,Monday,10,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
529630,178530,Serious,Pedestrian,Male,11,08/03/2011,Tuesday,8,Westminster,Taxi / Private hire car (from 2005),Crossing elsewhere within 50m. of ped crossing
530120,182410,Serious,Pedestrian,Male,59,09/03/2011,Wednesday,14,Camden,Car (from 2005),"In carriageway, crossing elsewhere"
529900,181010,Serious,Pedestrian,Male,66,18/01/2011,Tuesday,18,Westminster,Car (from 2005),Crossing on pedestrian crossing facility
530060,180520,Serious,Pedestrian,Female,69,25/01/2011,Tuesday,19,Westminster,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
525030,182370,Serious,Driver or rider,Male,36,19/01/2011,Wednesday,10,Westminster,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
529710,182650,Serious,Passenger,Female,54,26/01/2011,Wednesday,17,Camden,Bus or coach (17 or more pass seats),Not a pedestrian
529800,182530,Serious,Pedestrian,Male,37,15/01/2011,Saturday,13,Camden,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
529670,180610,Serious,Pedestrian,Female,25,24/02/2011,Thursday,3,Westminster,Taxi / Private hire car (from 2005),On footway or verge
527070,182860,Serious,Driver or rider,Female,21,16/02/2011,Wednesday,8,Westminster,Pedal cycle,Not a pedestrian
526200,184880,Serious,Driver or rider,Male,25,20/03/2011,Sunday,17,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
528430,186050,Serious,Driver or rider,Male,24,24/03/2011,Thursday,16,Camden,Motorcycle over 500cc (from 2005),Not a pedestrian
530320,183460,Serious,Driver or rider,Male,40,24/03/2011,Thursday,19,Camden,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
528620,183540,Serious,Driver or rider,Male,24,24/03/2011,Thursday,23,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
527920,181940,Serious,Passenger,Male,59,03/04/2011,Sunday,21,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
526570,184960,Serious,Pedestrian,Female,6,06/04/2011,Wednesday,15,Camden,Car (from 2005),On footway or verge
526800,183170,Serious,Driver or rider,Female,40,12/04/2011,Tuesday,18,Westminster,Car (from 2005),Not a pedestrian
526240,181260,Serious,Driver or rider,Male,50,12/04/2011,Tuesday,9,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
530520,183010,Serious,Driver or rider,Male,31,21/03/2011,Monday,10,Camden,Pedal cycle,Not a pedestrian
529640,180670,Serious,Pedestrian,Male,24,19/04/2011,Tuesday,22,Westminster,Bus or coach (17 or more pass seats),"In carriageway, not crossing"
529350,178730,Serious,Driver or rider,Male,19,23/04/2011,Saturday,20,Westminster,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
528790,184050,Serious,Pedestrian,Male,33,28/04/2011,Thursday,17,Camden,Car (from 2005),Crossing on pedestrian crossing facility
528930,179310,Serious,Driver or rider,Female,30,28/03/2011,Monday,22,Westminster,Pedal cycle,Not a pedestrian
528330,179850,Serious,Passenger,Female,52,03/05/2011,Tuesday,8,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
529240,184290,Serious,Passenger,Female,21,20/04/2011,Wednesday,22,Camden,Car (from 2005),Not a pedestrian
530890,181030,Serious,Pedestrian,Male,19,05/05/2011,Thursday,12,Westminster,Van / Goods 3.5 tonnes mgw or under,Crossing on pedestrian crossing facility
528750,181930,Serious,Driver or rider,Male,56,08/05/2011,Sunday,8,Westminster,Car (from 2005),Not a pedestrian
530170,179650,Serious,Driver or rider,Male,31,05/05/2011,Thursday,20,Westminster,Pedal cycle,Not a pedestrian
526380,180680,Serious,Driver or rider,Male,31,11/05/2011,Wednesday,18,Westminster,Pedal cycle,Not a pedestrian
527470,179680,Serious,Pedestrian,Female,34,13/05/2011,Friday,17,Westminster,Van / Goods 3.5 tonnes mgw or under,On footway or verge
530320,179900,Serious,Pedestrian,Male,unknown,15/05/2011,Sunday,13,Westminster,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
526780,179740,Serious,Driver or rider,Female,36,18/05/2011,Wednesday,20,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
530420,181230,Serious,Pedestrian,Female,75,21/05/2011,Saturday,11,Camden,Car (from 2005),"In carriageway, crossing elsewhere"
529240,183170,Serious,Driver or rider,Male,70,22/05/2011,Sunday,6,Camden,Car (from 2005),Not a pedestrian
527650,181080,Serious,Driver or rider,Male,31,19/05/2011,Thursday,20,Westminster,Car (from 2005),Not a pedestrian
530880,181950,Serious,Driver or rider,Female,25,23/05/2011,Monday,10,Camden,Car (from 2005),Not a pedestrian
527570,181170,Serious,Pedestrian,Female,60,16/05/2011,Monday,11,Westminster,Motorcycle over 125cc and up to 500cc (from 2005),Crossing on pedestrian crossing facility
530470,180960,Serious,Pedestrian,Male,23,24/05/2011,Tuesday,10,Westminster,Van / Goods 3.5 tonnes mgw or under,On footway or verge
526370,180680,Serious,Pedestrian,Male,48,25/05/2011,Wednesday,12,Westminster,Car (from 2005),Crossing on pedestrian crossing facility
529030,181500,Serious,Driver or rider,Male,46,01/06/2011,Wednesday,18,Westminster,Pedal cycle,Not a pedestrian
530440,181680,Serious,Driver or rider,Male,55,04/06/2011,Saturday,5,Camden,Car (from 2005),Not a pedestrian
530240,178740,Serious,Driver or rider,Male,30,25/05/2011,Wednesday,17,Westminster,Pedal cycle,Not a pedestrian
529210,180820,Serious,Driver or rider,Male,47,07/06/2011,Tuesday,19,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
529210,179320,Serious,Driver or rider,Male,47,09/06/2011,Thursday,18,Westminster,Pedal cycle,Not a pedestrian
526000,185130,Serious,Driver or rider,Female,44,25/05/2011,Wednesday,8,Camden,Pedal cycle,Not a pedestrian
529100,180980,Serious,Pedestrian,Male,47,16/06/2011,Thursday,10,Westminster,Taxi / Private hire car (from 2005),Crossing elsewhere within 50m. of ped crossing
529210,182710,Serious,Driver or rider,Male,39,16/06/2011,Thursday,20,Camden,Pedal cycle,Not a pedestrian
528920,181690,Serious,Driver or rider,Male,71,18/06/2011,Saturday,9,Westminster,Pedal cycle,Not a pedestrian
527410,181910,Serious,Driver or rider,Male,35,20/06/2011,Monday,13,Westminster,Pedal cycle,Not a pedestrian
524100,185320,Serious,Pedestrian,Female,28,08/06/2011,Wednesday,16,Brent,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
530520,181500,Serious,Passenger,Male,16,26/06/2011,Sunday,8,Camden,Car (from 2005),Not a pedestrian
528200,181050,Serious,Driver or rider,Male,36,23/06/2011,Thursday,16,Westminster,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
526420,180960,Serious,Driver or rider,Male,43,29/06/2011,Wednesday,8,Westminster,Pedal cycle,Not a pedestrian
529390,182050,Serious,Pedestrian,Female,36,14/02/2011,Monday,9,Camden,Pedal cycle,"In carriageway, crossing elsewhere"
527930,181960,Serious,Pedestrian,Male,16,02/07/2011,Saturday,13,Westminster,Car (from 2005),Crossing on pedestrian crossing facility
529210,182930,Serious,Driver or rider,Male,26,28/06/2011,Tuesday,8,Camden,Pedal cycle,Not a pedestrian
529850,181230,Serious,Pedestrian,Female,17,25/06/2011,Saturday,21,Westminster,Car (from 2005),Crossing on pedestrian crossing facility
528980,180280,Serious,Pedestrian,Female,27,05/07/2011,Tuesday,17,Westminster,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
530200,181350,Serious,Driver or rider,Female,31,10/06/2011,Friday,13,Camden,Pedal cycle,Not a pedestrian
529010,185200,Serious,Driver or rider,Female,28,12/07/2011,Tuesday,17,Camden,Pedal cycle,Not a pedestrian
528990,181230,Serious,Pedestrian,Female,40,15/07/2011,Friday,22,Westminster,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
529550,178590,Serious,Driver or rider,Male,32,18/07/2011,Monday,16,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
528840,181190,Serious,Pedestrian,Female,66,19/07/2011,Tuesday,17,Westminster,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
530110,180100,Serious,Pedestrian,Male,42,21/07/2011,Thursday,9,Westminster,Bus or coach (17 or more pass seats),Crossing elsewhere within 50m. of ped crossing
530410,180330,Serious,Driver or rider,Male,26,25/07/2011,Monday,19,Westminster,Pedal cycle,Not a pedestrian
528390,180450,Serious,Driver or rider,Male,48,27/07/2011,Wednesday,10,Westminster,Van / Goods 3.5 tonnes mgw or under,Not a pedestrian
525420,182400,Serious,Driver or rider,Female,22,29/07/2011,Friday,14,Westminster,Pedal cycle,Not a pedestrian
530410,180290,Serious,Pedestrian,Female,28,06/08/2011,Saturday,18,Westminster,Car (from 2005),Crossing on pedestrian crossing facility
529820,181390,Serious,Pedestrian,Male,18,06/08/2011,Saturday,21,Camden,Taxi / Private hire car (from 2005),Crossing elsewhere within 50m. of ped crossing
527020,181740,Serious,Passenger,Male,58,14/08/2011,Sunday,15,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
528140,182420,Serious,Driver or rider,Male,23,15/08/2011,Monday,0,Westminster,Pedal cycle,Not a pedestrian
526930,183260,Serious,Driver or rider,Male,28,14/08/2011,Sunday,14,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
528200,181050,Serious,Driver or rider,Male,38,22/08/2011,Monday,7,Westminster,Pedal cycle,Not a pedestrian
525030,182060,Serious,Pedestrian,Female,33,24/08/2011,Wednesday,13,Westminster,M/cycle over 50 and up to 125cc (from 1999),Crossing on pedestrian crossing facility
529090,184030,Serious,Passenger,Female,21,21/08/2011,Sunday,5,Camden,Car (from 2005),Not a pedestrian
529090,184030,Serious,Passenger,Male,27,21/08/2011,Sunday,5,Camden,Car (from 2005),Not a pedestrian
529880,179690,Serious,Driver or rider,Male,29,21/08/2011,Sunday,18,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
524620,184690,Serious,Driver or rider,Female,26,30/08/2011,Tuesday,0,Brent,Car (from 2005),Not a pedestrian
530060,180370,Serious,Passenger,Female,42,29/08/2011,Monday,20,Westminster,Taxi / Private hire car (from 2005),Not a pedestrian
530060,180370,Serious,Passenger,Female,unknown,29/08/2011,Monday,20,Westminster,Taxi / Private hire car (from 2005),Not a pedestrian
529980,180670,Serious,Pedestrian,Female,60,06/08/2011,Saturday,19,Westminster,Pedal cycle,"In carriageway, crossing elsewhere"
524870,181880,Serious,Driver or rider,Male,32,15/08/2011,Monday,23,Westminster,Pedal cycle,Not a pedestrian
527520,181830,Serious,Pedestrian,Male,17,05/07/2011,Tuesday,16,Westminster,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
529510,181860,Serious,Pedestrian,Male,26,07/09/2011,Wednesday,18,Camden,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
525780,181630,Serious,Driver or rider,Male,30,11/08/2011,Thursday,6,Westminster,Car (from 2005),Not a pedestrian
529100,179770,Serious,Driver or rider,Male,29,22/08/2011,Monday,18,Westminster,Pedal cycle,Not a pedestrian
528540,185790,Serious,Driver or rider,Female,32,12/09/2011,Monday,16,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
530220,180330,Serious,Driver or rider,Male,27,13/09/2011,Tuesday,7,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
524300,185100,Serious,Driver or rider,Male,43,13/09/2011,Tuesday,10,Brent,Motorcycle over 500cc (from 2005),Not a pedestrian
529790,178010,Serious,Driver or rider,Male,35,05/09/2011,Monday,17,Westminster,Motorcycle over 500cc (from 2005),Not a pedestrian
528810,179030,Serious,Passenger,Female,61,14/09/2011,Wednesday,14,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
528890,181750,Serious,Pedestrian,Male,51,19/09/2011,Monday,12,Westminster,Motorcycle over 500cc (from 2005),"In carriageway, crossing elsewhere"
529020,183990,Serious,Pedestrian,Female,unknown,14/09/2011,Wednesday,22,Camden,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
527720,181750,Serious,Driver or rider,Male,20,23/09/2011,Friday,19,Westminster,Pedal cycle,Not a pedestrian
526380,180680,Serious,Pedestrian,Female,60,23/09/2011,Friday,19,Westminster,Pedal cycle,Crossing on pedestrian crossing facility
