Easting,Northing,Severity of casualty,Casualty Class,Sex,Age,Date,Day of week,Hour of day,Local authority,Vehicle type,Pedestrian Locality
512540,177990,Serious,Pedestrian,Male,unknown,28/11/2011,Monday,22,Hounslow,Car (from 2005),"In carriageway, not crossing"
533470,183180,Serious,Pedestrian,Female,11,05/12/2011,Monday,10,Hackney,Bus or coach (17 or more pass seats),"In carriageway, not crossing"
559180,185890,Serious,Passenger,Female,87,19/12/2011,Monday,11,Havering,Car (from 2005),Not a pedestrian
559180,185890,Serious,Passenger,Female,84,19/12/2011,Monday,11,Havering,Car (from 2005),Not a pedestrian
534190,180670,Serious,Driver or rider,Male,36,13/12/2011,Tuesday,8,Tower Hamlets,Pedal cycle,Not a pedestrian
527370,175460,Serious,Driver or rider,Male,51,12/12/2011,Monday,18,Wandsworth,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
541090,182330,Serious,Driver or rider,Female,47,09/12/2011,Friday,15,Newham,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
540500,180160,Serious,Driver or rider,Male,24,22/11/2011,Tuesday,17,Newham,Motorcycle over 500cc (from 2005),Not a pedestrian
531380,197910,Serious,Pedestrian,Male,66,15/11/2011,Tuesday,11,Enfield,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
520030,168610,Serious,Driver or rider,Female,33,30/11/2011,Wednesday,15,Kingston-upon-Thames,Pedal cycle,Not a pedestrian
527760,168930,Serious,Pedestrian,Male,34,09/12/2011,Friday,2,Merton,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
538640,184000,Serious,Pedestrian,Female,28,14/12/2011,Wednesday,0,Newham,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
520890,178560,Serious,Pedestrian,Female,84,18/12/2011,Sunday,12,Hounslow,Car (from 2005),Unknown or other
521600,181040,Serious,Pedestrian,Male,35,01/12/2011,Thursday,6,Hammersmith and Fulham,Bus or coach (17 or more pass seats),Crossing elsewhere within 50m. of ped crossing
527800,178530,Serious,Pedestrian,Female,26,13/12/2011,Tuesday,9,Kensington and Chelsea,Car (from 2005),"In carriageway, crossing elsewhere"
526200,178430,Serious,Pedestrian,Male,26,16/12/2011,Friday,1,Kensington and Chelsea,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
523550,177200,Serious,Pedestrian,Female,72,15/12/2011,Thursday,12,Hammersmith and Fulham,Car (from 2005),"In carriageway, crossing elsewhere"
525330,180440,Serious,Pedestrian,Male,30,11/12/2011,Sunday,4,Kensington and Chelsea,Taxi / Private hire car (from 2005),Crossing elsewhere within 50m. of ped crossing
534240,180880,Serious,Driver or rider,Female,28,14/12/2011,Wednesday,11,Tower Hamlets,Pedal cycle,Not a pedestrian
524860,176320,Serious,Driver or rider,Male,70,13/12/2011,Tuesday,14,Hammersmith and Fulham,Pedal cycle,Not a pedestrian
514860,177160,Serious,Pedestrian,Male,64,19/12/2011,Monday,16,Hounslow,Car (from 2005),"In carriageway, crossing elsewhere"
527390,169250,Serious,Pedestrian,Male,17,13/12/2011,Tuesday,22,Merton,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
533800,183220,Serious,Pedestrian,Female,51,16/12/2011,Friday,8,Hackney,Car (from 2005),"In carriageway, crossing elsewhere"
532490,186040,Serious,Driver or rider,Male,51,15/12/2011,Thursday,21,Hackney,Pedal cycle,Not a pedestrian
537500,188440,Serious,Driver or rider,Male,47,12/12/2011,Monday,8,Waltham Forest,Pedal cycle,Not a pedestrian
534700,193760,Serious,Pedestrian,Female,27,22/12/2011,Thursday,8,Enfield,Van / Goods 3.5 tonnes mgw or under,Crossing on pedestrian crossing facility
514510,171310,Serious,Passenger,Female,41,20/12/2011,Tuesday,15,Richmond-upon-Thames,Motorcycle over 500cc (from 2005),Not a pedestrian
524140,178390,Serious,Pedestrian,Male,20,14/12/2011,Wednesday,22,Hammersmith and Fulham,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
537380,178650,Serious,Pedestrian,Male,8,30/12/2011,Friday,20,Tower Hamlets,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
536320,182440,Serious,Driver or rider,Male,36,14/12/2011,Wednesday,13,Tower Hamlets,Motorcycle over 500cc (from 2005),Not a pedestrian
533650,181950,Serious,Pedestrian,Male,46,19/12/2011,Monday,15,Tower Hamlets,Van / Goods 3.5 tonnes mgw or under,"In carriageway, not crossing"
537030,187850,Serious,Pedestrian,Male,47,30/12/2011,Friday,17,Waltham Forest,Car (from 2005),"In carriageway, crossing elsewhere"
514460,174190,Serious,Driver or rider,Female,35,19/12/2011,Monday,9,Richmond-upon-Thames,Car (from 2005),Not a pedestrian
520410,174860,Serious,Driver or rider,Female,51,17/12/2011,Saturday,13,Richmond-upon-Thames,Pedal cycle,Not a pedestrian
533800,183070,Serious,Pedestrian,Female,43,20/12/2011,Tuesday,23,Tower Hamlets,Car (from 2005),Crossing on pedestrian crossing facility
517870,167230,Serious,Pedestrian,Male,37,19/12/2011,Monday,9,Kingston-upon-Thames,Car (from 2005),"In carriageway, crossing elsewhere"
531520,186750,Serious,Pedestrian,Female,78,13/12/2011,Tuesday,9,Islington,Car (from 2005),Crossing on pedestrian crossing facility
518680,173650,Serious,Driver or rider,Male,50,20/12/2011,Tuesday,13,Richmond-upon-Thames,Pedal cycle,Not a pedestrian
525830,162240,Serious,Pedestrian,Female,unknown,29/12/2011,Thursday,18,Sutton,Motorcycle over 500cc (from 2005),Crossing on pedestrian crossing facility
532990,182230,Serious,Driver or rider,Male,29,15/12/2011,Thursday,20,Hackney,Pedal cycle,Not a pedestrian
547030,184270,Serious,Passenger,Female,81,13/10/2011,Thursday,15,Barking and Dagenham,Bus or coach (17 or more pass seats),Not a pedestrian
515590,189130,Serious,Pedestrian,Male,51,18/01/2011,Tuesday,9,Harrow,Car (from 2005),"In carriageway, crossing elsewhere"
531260,177420,Serious,Driver or rider,Male,53,01/02/2011,Tuesday,7,Lambeth,Pedal cycle,Not a pedestrian
529380,175220,Serious,Pedestrian,Male,31,29/01/2011,Saturday,19,Lambeth,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
524870,196220,Serious,Pedestrian,Male,26,30/01/2011,Sunday,20,Barnet,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531650,180010,Serious,Pedestrian,Male,46,04/02/2011,Friday,16,Southwark,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
539640,176350,Serious,Pedestrian,Female,73,04/02/2011,Friday,20,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
531980,179040,Serious,Driver or rider,Male,44,04/02/2011,Friday,9,Southwark,Pedal cycle,Not a pedestrian
537780,173860,Serious,Driver or rider,Male,33,04/02/2011,Friday,1,Lewisham,Pedal cycle,Not a pedestrian
530490,176670,Serious,Driver or rider,Male,29,28/01/2011,Friday,3,Lambeth,Pedal cycle,Not a pedestrian
529910,173740,Serious,Driver or rider,Male,34,09/02/2011,Wednesday,7,Lambeth,Pedal cycle,Not a pedestrian
544600,164630,Serious,Driver or rider,Male,unknown,09/02/2011,Wednesday,8,Bromley,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531120,179450,Serious,Pedestrian,Male,64,13/02/2011,Sunday,11,Lambeth,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
551340,174750,Serious,Pedestrian,Male,37,12/02/2011,Saturday,22,Bexley,Car (from 2005),Crossing on pedestrian crossing facility
534400,175480,Serious,Driver or rider,Male,29,10/02/2011,Thursday,7,Southwark,Pedal cycle,Not a pedestrian
533580,162670,Serious,Pedestrian,Female,76,25/01/2011,Tuesday,17,Croydon,Car (from 2005),"In carriageway, crossing elsewhere"
545540,175320,Serious,Driver or rider,Male,18,27/01/2011,Thursday,18,Bexley,Car (from 2005),Not a pedestrian
538330,176730,Serious,Driver or rider,Male,26,21/01/2011,Friday,18,Greenwich,Car (from 2005),Not a pedestrian
538330,176730,Serious,Passenger,Male,26,21/01/2011,Friday,18,Greenwich,Car (from 2005),Not a pedestrian
525370,183680,Serious,Pedestrian,Male,24,23/01/2011,Sunday,2,Camden,Car (from 2005),"In carriageway, crossing elsewhere"
531870,173740,Serious,Driver or rider,Male,32,22/01/2011,Saturday,19,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
529590,176430,Serious,Pedestrian,Female,11,10/01/2011,Monday,18,Lambeth,Car (from 2005),Crossing on pedestrian crossing facility
530820,166840,Serious,Driver or rider,Male,31,01/01/2011,Saturday,6,Croydon,Pedal cycle,Not a pedestrian
542830,176680,Serious,Driver or rider,Male,33,15/01/2011,Saturday,5,Greenwich,Motorcycle over 500cc (from 2005),Not a pedestrian
510030,189010,Serious,Driver or rider,Male,20,16/01/2011,Sunday,1,Hillingdon,Car (from 2005),Not a pedestrian
544260,164530,Serious,Pedestrian,Male,91,15/02/2011,Tuesday,16,Bromley,Goods 7.5 tonnes mgw and over (from 1999),Crossing on pedestrian crossing facility
525630,183380,Serious,Driver or rider,Male,27,16/02/2011,Wednesday,8,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
538160,169340,Serious,Pedestrian,Male,16,09/02/2011,Wednesday,11,Bromley,Car (from 2005),"In carriageway, crossing elsewhere"
512870,178790,Serious,Driver or rider,Male,30,17/02/2011,Thursday,8,Ealing,Pedal cycle,Not a pedestrian
529560,166900,Serious,Driver or rider,Male,38,08/02/2011,Tuesday,12,Sutton,Motorcycle over 500cc (from 2005),Not a pedestrian
510070,181450,Serious,Driver or rider,Male,22,15/02/2011,Tuesday,8,Hillingdon,Pedal cycle,Not a pedestrian
531940,179120,Serious,Driver or rider,Male,26,16/02/2011,Wednesday,12,Southwark,Pedal cycle,Not a pedestrian
549980,175880,Serious,Pedestrian,Female,18,09/02/2011,Wednesday,8,Bexley,Car (from 2005),"In carriageway, crossing elsewhere"
530210,181650,Serious,Pedestrian,Female,58,15/02/2011,Tuesday,13,Camden,Pedal cycle,Crossing on pedestrian crossing facility
536120,173490,Serious,Pedestrian,Female,32,25/01/2011,Tuesday,16,Lewisham,Car (from 2005),Crossing on pedestrian crossing facility
530550,174030,Serious,Driver or rider,Male,unknown,23/02/2011,Wednesday,2,Lambeth,Pedal cycle,Not a pedestrian
543250,177940,Serious,Passenger,Male,95,21/02/2011,Monday,10,Greenwich,Bus or coach (17 or more pass seats),Not a pedestrian
524520,184830,Serious,Driver or rider,Male,59,08/02/2011,Tuesday,18,Brent,Motorcycle over 500cc (from 2005),Not a pedestrian
530430,175060,Serious,Pedestrian,Male,37,24/02/2011,Thursday,23,Lambeth,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
533560,166540,Fatal,Pedestrian,Female,14,25/02/2011,Friday,19,Croydon,Car (from 2005),"In carriageway, crossing elsewhere"
516880,179610,Serious,Driver or rider,Male,52,23/02/2011,Wednesday,7,Ealing,Pedal cycle,Not a pedestrian
532550,165560,Serious,Pedestrian,Male,76,28/02/2011,Monday,12,Croydon,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
536820,177870,Serious,Pedestrian,Male,14,01/03/2011,Tuesday,15,Lewisham,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
538720,162290,Serious,Pedestrian,Female,59,01/03/2011,Tuesday,16,Croydon,Car (from 2005),Unknown or other
537890,172370,Serious,Pedestrian,Male,26,04/03/2011,Friday,18,Lewisham,M/cycle over 50 and up to 125cc (from 1999),On footway or verge
532730,182490,Serious,Pedestrian,Female,20,05/03/2011,Saturday,3,Islington,Car (from 2005),"In carriageway, crossing elsewhere"
531380,184950,Serious,Pedestrian,Female,29,05/03/2011,Saturday,7,Islington,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
536350,175930,Serious,Driver or rider,Male,67,08/03/2011,Tuesday,8,Lewisham,Car (from 2005),Not a pedestrian
530390,176290,Serious,Driver or rider,Male,34,03/03/2011,Thursday,22,Lambeth,Pedal cycle,Not a pedestrian
529960,182290,Serious,Pedestrian,Male,89,28/02/2011,Monday,17,Camden,Pedal cycle,Crossing elsewhere within 50m. of ped crossing
532560,165630,Serious,Passenger,Female,77,02/03/2011,Wednesday,10,Croydon,Bus or coach (17 or more pass seats),Not a pedestrian
523160,189390,Serious,Pedestrian,Female,62,06/03/2011,Sunday,13,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
544670,174450,Serious,Driver or rider,Male,34,08/03/2011,Tuesday,19,Greenwich,Pedal cycle,Not a pedestrian
522150,187090,Serious,Driver or rider,Male,36,19/02/2011,Saturday,3,Brent,Van / Goods 3.5 tonnes mgw or under,Not a pedestrian
524820,189660,Serious,Passenger,Male,68,11/03/2011,Friday,11,Barnet,Car (from 2005),Not a pedestrian
543280,178040,Serious,Pedestrian,Female,85,15/03/2011,Tuesday,8,Greenwich,Car (from 2005),"In carriageway, crossing elsewhere"
511170,180900,Serious,Driver or rider,Male,65,16/03/2011,Wednesday,12,Hillingdon,Car (from 2005),Not a pedestrian
530750,172770,Serious,Driver or rider,Male,18,11/03/2011,Friday,18,Lambeth,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
514830,180180,Serious,Driver or rider,Male,31,19/03/2011,Saturday,8,Ealing,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
533050,178230,Serious,Pedestrian,Female,12,21/03/2011,Monday,7,Southwark,Car (from 2005),"In carriageway, crossing elsewhere"
530180,177820,Serious,Driver or rider,Male,40,22/03/2011,Tuesday,8,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
532480,166810,Serious,Pedestrian,Male,69,22/03/2011,Tuesday,21,Croydon,Car (from 2005),"In carriageway, crossing elsewhere"
536210,174440,Serious,Driver or rider,Male,17,18/03/2011,Friday,18,Lewisham,Pedal cycle,Not a pedestrian
536290,173820,Serious,Pedestrian,Male,88,24/03/2011,Thursday,10,Lewisham,Car (from 2005),"In carriageway, not crossing"
528990,184990,Serious,Driver or rider,Female,39,16/03/2011,Wednesday,15,Camden,Car (from 2005),Not a pedestrian
529010,185190,Serious,Driver or rider,Male,73,11/02/2011,Friday,18,Camden,Pedal cycle,Not a pedestrian
550250,177040,Serious,Pedestrian,Female,85,26/03/2011,Saturday,12,Bexley,Car (from 2005),Crossing on pedestrian crossing facility
542330,169540,Serious,Driver or rider,Male,53,26/03/2011,Saturday,11,Bromley,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531390,185370,Serious,Driver or rider,Female,unknown,26/03/2011,Saturday,0,Islington,Pedal cycle,Not a pedestrian
539520,177270,Serious,Driver or rider,Male,14,24/03/2011,Thursday,14,Greenwich,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
537940,177660,Serious,Driver or rider,Male,45,29/03/2011,Tuesday,19,Greenwich,Pedal cycle,Not a pedestrian
529580,182470,Serious,Driver or rider,Male,33,29/03/2011,Tuesday,9,Camden,Pedal cycle,Not a pedestrian
521610,192280,Serious,Pedestrian,Male,56,28/03/2011,Monday,23,Barnet,Car (from 2005),Crossing on pedestrian crossing facility
524860,188570,Serious,Driver or rider,Male,68,29/03/2011,Tuesday,14,Barnet,Pedal cycle,Not a pedestrian
530720,183680,Serious,Driver or rider,Male,43,29/03/2011,Tuesday,6,Islington,Car (from 2005),Not a pedestrian
517840,185070,Serious,Driver or rider,Male,44,15/03/2011,Tuesday,8,Brent,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531620,184670,Serious,Driver or rider,Male,37,31/03/2011,Thursday,22,Islington,Pedal cycle,Not a pedestrian
528570,175760,Serious,Pedestrian,Male,70,07/01/2011,Friday,12,Lambeth,Goods 7.5 tonnes mgw and over (from 1999),Crossing on pedestrian crossing facility
533850,176390,Serious,Driver or rider,Male,32,16/01/2011,Sunday,21,Southwark,Pedal cycle,Not a pedestrian
525400,183640,Serious,Pedestrian,Male,91,05/01/2011,Wednesday,13,Camden,Other vehicle,"In carriageway, crossing elsewhere"
548420,177610,Serious,Driver or rider,Male,62,26/01/2011,Wednesday,7,Bexley,Pedal cycle,Not a pedestrian
529280,182260,Serious,Pedestrian,Male,62,25/03/2011,Friday,13,Camden,Other vehicle,"In carriageway, crossing elsewhere"
539810,178840,Serious,Pedestrian,Female,7,01/04/2011,Friday,15,Greenwich,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
546270,174770,Serious,Driver or rider,Male,17,02/04/2011,Saturday,3,Bexley,Motorcycle over 500cc (from 2005),Not a pedestrian
518130,190280,Serious,Driver or rider,Female,unknown,11/01/2011,Tuesday,14,Harrow,Car (from 2005),Not a pedestrian
519610,193260,Serious,Driver or rider,Male,24,01/04/2011,Friday,19,Barnet,Motorcycle over 500cc (from 2005),Not a pedestrian
534890,176750,Serious,Pedestrian,Male,53,05/04/2011,Tuesday,20,Southwark,Car (from 2005),"In carriageway, crossing elsewhere"
529410,183460,Serious,Driver or rider,Male,unknown,12/04/2011,Tuesday,4,Camden,Car (from 2005),Not a pedestrian
529410,183460,Serious,Passenger,Female,unknown,12/04/2011,Tuesday,4,Camden,Car (from 2005),Not a pedestrian
521700,192790,Serious,Pedestrian,Male,unknown,06/04/2011,Wednesday,10,Barnet,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
540610,172130,Serious,Pedestrian,Male,38,18/03/2011,Friday,23,Lewisham,Car (from 2005),Crossing on pedestrian crossing facility
529230,182000,Serious,Driver or rider,Male,40,08/04/2011,Friday,18,Camden,Pedal cycle,Not a pedestrian
524280,163590,Serious,Driver or rider,Male,81,09/04/2011,Saturday,16,Sutton,Car (from 2005),Not a pedestrian
532170,176090,Serious,Driver or rider,Male,46,11/04/2011,Monday,14,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
530040,175380,Serious,Driver or rider,Male,39,07/04/2011,Thursday,9,Lambeth,Pedal cycle,Not a pedestrian
532720,166480,Serious,Driver or rider,Male,20,06/04/2011,Wednesday,8,Croydon,Pedal cycle,Not a pedestrian
542250,173390,Serious,Driver or rider,Male,11,13/04/2011,Wednesday,16,Greenwich,Pedal cycle,Not a pedestrian
530790,190330,Serious,Driver or rider,Male,38,14/04/2011,Thursday,18,Haringey,Pedal cycle,Not a pedestrian
534100,178880,Serious,Driver or rider,Male,17,31/03/2011,Thursday,15,Southwark,Pedal cycle,Not a pedestrian
541970,175090,Serious,Pedestrian,Female,13,17/04/2011,Sunday,15,Greenwich,Car (from 2005),Crossing on pedestrian crossing facility
529360,183880,Serious,Driver or rider,Female,54,13/04/2011,Wednesday,18,Camden,Pedal cycle,Not a pedestrian
534820,177530,Serious,Driver or rider,Male,48,08/04/2011,Friday,14,Southwark,Pedal cycle,Not a pedestrian
539060,171000,Serious,Driver or rider,Male,44,10/04/2011,Sunday,11,Lewisham,Pedal cycle,Not a pedestrian
530400,173250,Serious,Pedestrian,Female,19,15/04/2011,Friday,8,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
544270,172780,Serious,Pedestrian,Female,19,18/04/2011,Monday,7,Greenwich,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
516430,186720,Serious,Driver or rider,Male,unknown,15/04/2011,Friday,12,Brent,Pedal cycle,Not a pedestrian
530570,185130,Serious,Driver or rider,Male,26,31/03/2011,Thursday,22,Islington,Pedal cycle,Not a pedestrian
514300,187810,Serious,Pedestrian,Male,76,15/04/2011,Friday,14,Harrow,Motorcycle over 125cc and up to 500cc (from 2005),"In carriageway, crossing elsewhere"
534000,173850,Serious,Pedestrian,Male,48,19/04/2011,Tuesday,17,Southwark,Car (from 2005),"In carriageway, crossing elsewhere"
539320,170690,Serious,Pedestrian,Female,25,19/04/2011,Tuesday,21,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
521840,189450,Serious,Driver or rider,Male,46,22/04/2011,Friday,19,Barnet,Motorcycle over 500cc (from 2005),Not a pedestrian
531310,185030,Serious,Pedestrian,Male,74,23/04/2011,Saturday,6,Islington,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
540410,172780,Serious,Driver or rider,Male,53,23/04/2011,Saturday,13,Lewisham,Motorcycle over 500cc (from 2005),Not a pedestrian
540500,169420,Serious,Pedestrian,Female,62,25/04/2011,Monday,11,Bromley,Car (from 2005),Crossing on pedestrian crossing facility
521660,188500,Serious,Pedestrian,Female,88,18/04/2011,Monday,12,Barnet,Car (from 2005),Crossing on pedestrian crossing facility
537200,168300,Serious,Driver or rider,Male,62,20/04/2011,Wednesday,16,Bromley,Pedal cycle,Not a pedestrian
550640,178460,Serious,Driver or rider,Male,30,25/04/2011,Monday,16,Bexley,Car (from 2005),Not a pedestrian
539630,177120,Serious,Pedestrian,Male,1,22/04/2011,Friday,17,Greenwich,Car (from 2005),"In carriageway, crossing elsewhere"
507820,185650,Serious,Pedestrian,Female,15,26/04/2011,Tuesday,9,Hillingdon,Car (from 2005),"In carriageway, crossing elsewhere"
532490,183750,Serious,Driver or rider,Male,45,28/04/2011,Thursday,16,Islington,Motorcycle over 500cc (from 2005),Not a pedestrian
520600,188280,Serious,Driver or rider,Male,12,29/04/2011,Friday,19,Brent,Pedal cycle,Not a pedestrian
544710,174450,Serious,Pedestrian,Male,56,30/04/2011,Saturday,19,Greenwich,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531730,178530,Serious,Pedestrian,Male,unknown,30/04/2011,Saturday,3,Southwark,Car (from 2005),"In carriageway, not crossing"
531910,183860,Serious,Driver or rider,Male,23,01/05/2011,Sunday,14,Islington,Pedal cycle,Not a pedestrian
530900,171990,Serious,Passenger,Male,30,27/04/2011,Wednesday,8,Lambeth,Car (from 2005),Not a pedestrian
530980,175230,Serious,Pedestrian,Male,62,03/05/2011,Tuesday,13,Lambeth,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
520810,195240,Serious,Driver or rider,Male,36,03/05/2011,Tuesday,18,Barnet,Other vehicle,Not a pedestrian
515070,188040,Serious,Driver or rider,Male,18,08/05/2011,Sunday,5,Harrow,Car (from 2005),Not a pedestrian
539230,176790,Serious,Driver or rider,Male,41,05/05/2011,Thursday,8,Greenwich,Pedal cycle,Not a pedestrian
530020,188180,Serious,Pedestrian,Female,58,28/04/2011,Thursday,14,Haringey,Car (from 2005),"In carriageway, not crossing"
520560,181700,Serious,Driver or rider,Male,54,09/05/2011,Monday,10,Ealing,Car (from 2005),Not a pedestrian
530700,178060,Serious,Passenger,Male,42,07/05/2011,Saturday,17,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
546200,171800,Serious,Passenger,Female,81,06/05/2011,Friday,9,Bexley,Bus or coach (17 or more pass seats),Not a pedestrian
529930,172700,Serious,Driver or rider,Female,33,11/05/2011,Wednesday,16,Lambeth,Pedal cycle,Not a pedestrian
530410,177150,Serious,Pedestrian,Male,36,13/05/2011,Friday,4,Lambeth,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
539170,175190,Serious,Driver or rider,Male,unknown,15/05/2011,Sunday,3,Lewisham,Car (from 2005),Not a pedestrian
530980,180110,Serious,Driver or rider,Male,27,29/04/2011,Friday,17,Lambeth,Pedal cycle,Not a pedestrian
531480,182060,Serious,Driver or rider,Male,23,30/04/2011,Saturday,8,Islington,Pedal cycle,Not a pedestrian
519880,180200,Serious,Pedestrian,Male,70,16/05/2011,Monday,8,Ealing,Bus or coach (17 or more pass seats),"In carriageway, not crossing"
517880,180800,Serious,Pedestrian,Female,17,12/05/2011,Thursday,12,Ealing,Car (from 2005),"In carriageway, crossing elsewhere"
511210,180140,Serious,Driver or rider,Male,17,13/05/2011,Friday,23,Hillingdon,Motorcycle over 500cc (from 2005),Not a pedestrian
530680,178060,Serious,Driver or rider,Female,23,10/05/2011,Tuesday,9,Lambeth,Pedal cycle,Not a pedestrian
531640,184730,Serious,Driver or rider,Male,32,28/04/2011,Thursday,23,Islington,Pedal cycle,Not a pedestrian
531480,186790,Serious,Driver or rider,Male,19,17/05/2011,Tuesday,3,Islington,Car (from 2005),Not a pedestrian
530190,182930,Serious,Pedestrian,Male,25,23/05/2011,Monday,9,Camden,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
521270,192580,Serious,Pedestrian,Male,26,25/05/2011,Wednesday,22,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
509980,186190,Serious,Pedestrian,Male,12,09/05/2011,Monday,7,Hillingdon,Car (from 2005),Crossing on pedestrian crossing facility
531080,183090,Serious,Driver or rider,Male,30,16/05/2011,Monday,8,Islington,Pedal cycle,Not a pedestrian
529840,175530,Serious,Pedestrian,Male,20,20/05/2011,Friday,23,Lambeth,Bus or coach (17 or more pass seats),"In carriageway, not crossing"
513050,180600,Serious,Pedestrian,Male,6,16/05/2011,Monday,18,Ealing,Car (from 2005),"In carriageway, crossing elsewhere"
532550,180010,Serious,Driver or rider,Female,33,17/05/2011,Tuesday,7,Southwark,Pedal cycle,Not a pedestrian
528940,184140,Serious,Passenger,Female,94,11/05/2011,Wednesday,12,Camden,Bus or coach (17 or more pass seats),Not a pedestrian
528740,184240,Serious,Driver or rider,Male,33,16/05/2011,Monday,19,Camden,Pedal cycle,Not a pedestrian
531850,165440,Serious,Pedestrian,Male,36,23/05/2011,Monday,15,Croydon,Car (from 2005),Crossing on pedestrian crossing facility
519600,183860,Serious,Driver or rider,Male,19,27/05/2011,Friday,22,Brent,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
522810,188560,Serious,Pedestrian,Female,45,26/05/2011,Thursday,18,Barnet,Car (from 2005),Crossing on pedestrian crossing facility
544330,177860,Serious,Pedestrian,Male,73,27/05/2011,Friday,8,Greenwich,Car (from 2005),"In carriageway, crossing elsewhere"
531390,189780,Serious,Pedestrian,Female,12,01/06/2011,Wednesday,14,Haringey,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
532310,182360,Serious,Driver or rider,Male,35,23/05/2011,Monday,7,Islington,Pedal cycle,Not a pedestrian
531560,182080,Serious,Driver or rider,Male,34,01/06/2011,Wednesday,15,Islington,Pedal cycle,Not a pedestrian
529350,183890,Serious,Driver or rider,Female,unknown,31/05/2011,Tuesday,6,Camden,Pedal cycle,Not a pedestrian
520800,180040,Serious,Driver or rider,Male,28,24/05/2011,Tuesday,1,Ealing,Pedal cycle,Not a pedestrian
531120,180040,Serious,Driver or rider,Male,38,27/05/2011,Friday,19,Lambeth,Pedal cycle,Not a pedestrian
530680,181150,Serious,Driver or rider,Male,32,25/05/2011,Wednesday,9,Westminster,Pedal cycle,Not a pedestrian
532130,166050,Serious,Pedestrian,Female,44,28/05/2011,Saturday,0,Croydon,Car (from 2005),"In carriageway, crossing elsewhere"
531820,188280,Serious,Pedestrian,Female,26,29/05/2011,Sunday,3,Haringey,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
518640,180530,Serious,Driver or rider,Male,57,02/06/2011,Thursday,9,Ealing,Pedal cycle,Not a pedestrian
530970,183190,Serious,Driver or rider,Male,21,02/06/2011,Thursday,8,Islington,Pedal cycle,Not a pedestrian
526140,188980,Serious,Driver or rider,Male,44,03/06/2011,Friday,17,Barnet,Motorcycle over 500cc (from 2005),Not a pedestrian
538120,175060,Serious,Driver or rider,Male,39,02/06/2011,Thursday,21,Lewisham,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
530650,185980,Serious,Pedestrian,Female,67,03/06/2011,Friday,13,Islington,Van / Goods 3.5 tonnes mgw or under,Crossing on pedestrian crossing facility
531790,166580,Serious,Pedestrian,Female,54,26/05/2011,Thursday,8,Croydon,Car (from 2005),Crossing on pedestrian crossing facility
529870,186580,Serious,Pedestrian,Female,17,31/05/2011,Tuesday,16,Islington,Motorcycle 50cc and under,Crossing elsewhere within 50m. of ped crossing
529020,174350,Serious,Driver or rider,Female,29,12/06/2011,Sunday,7,Lambeth,Car (from 2005),Not a pedestrian
